"","precio","quilate","corte","color","claridad","profundidad","tabla","x","y","z"
"22805",10827,1.55,"Premium","H","VS2",62.7,57,7.42,7.36,4.63
"22806",10827,1.53,"Premium","H","VS2",59.9,60,7.5,7.46,4.48
"22807",10830,1.53,"Premium","G","SI1",58.4,59,7.58,7.52,4.41
"22808",10832,1.59,"Ideal","H","SI1",61.5,57,7.53,7.59,4.65
"22809",10833,2,"Premium","G","SI2",60.7,60,8.13,8.07,4.92
"22810",10833,2,"Premium","G","SI2",60.7,60,8.13,8.07,4.92
"22811",10833,2,"Regular","I","SI2",65.9,57,7.96,7.79,5.19
"22812",10835,1.23,"Muy bueno","F","VVS2",62.4,58,6.74,6.89,4.26
"22813",10836,1.53,"Ideal","E","SI1",62,58,7.33,7.41,4.57
"22814",10838,1.51,"Muy bueno","F","SI1",59.4,57,7.48,7.57,4.47
"22815",10838,1.68,"Ideal","G","VS2",62.1,55,7.64,7.59,4.73
"22816",10839,1.28,"Ideal","G","VVS2",61.2,54,7.03,7.06,4.31
"22817",10844,1.23,"Premium","F","VVS2",58.5,59,7.07,6.98,4.11
"22818",10846,1.2,"Ideal","G","VVS2",61.2,56,6.92,6.89,4.23
"22819",10847,1.65,"Ideal","D","SI2",61.5,56,7.63,7.69,4.71
"22820",10850,1.35,"Ideal","G","VS1",62.7,57,7.07,7.02,4.42
"22821",10850,1.16,"Ideal","F","VVS2",60.5,58,6.77,6.85,4.12
"22822",10850,1.38,"Premium","G","VS1",62.4,58,7.14,7.09,4.44
"22823",10851,1.55,"Muy bueno","E","SI1",62.4,58,7.36,7.42,4.61
"22824",10851,1.52,"Ideal","I","VS1",61.8,55,7.38,7.41,4.57
"22825",10852,1.01,"Ideal","E","VVS2",61.7,55,6.44,6.49,3.99
"22826",10853,1.7,"Ideal","F","SI1",59.7,57,7.73,7.65,4.59
"22827",10859,1.23,"Ideal","G","VS1",61.6,57,6.84,6.9,4.23
"22828",10860,1.01,"Ideal","D","VVS2",61.1,57,6.47,6.49,3.96
"22829",10860,1.7,"Premium","E","SI1",58.2,62,7.86,7.81,4.56
"22830",10861,1.1,"Ideal","F","VVS1",62.7,57,6.57,6.63,4.14
"22831",10861,1.51,"Ideal","H","VS2",61.4,58,7.36,7.42,4.54
"22832",10863,3,"Bueno","I","I1",57,64,9.38,9.31,5.33
"22833",10866,1.51,"Premium","F","SI1",62.3,61,7.29,7.22,4.52
"22834",10867,1.02,"Premium","E","VVS1",62.2,57,6.59,6.4,4.04
"22835",10868,1.5,"Bueno","E","SI1",61.3,65,7.17,7.23,4.41
"22836",10869,1.55,"Ideal","I","VS1",61.9,55,7.43,7.46,4.61
"22837",10869,1.72,"Premium","H","SI2",62.3,58,7.71,7.6,4.77
"22838",10872,1.05,"Ideal","F","VVS1",61.6,55,6.57,6.53,4.04
"22839",10873,1.5,"Muy bueno","I","VVS2",62,53,7.3,7.34,4.54
"22840",10874,1.05,"Ideal","F","VVS2",62.1,55,6.54,6.56,4.07
"22841",10874,1.74,"Premium","H","SI2",59.9,59,7.88,7.8,4.7
"22842",10874,1.64,"Premium","H","SI1",59.2,58,7.76,7.68,4.57
"22843",10878,1.14,"Premium","F","VVS1",60.8,58,6.79,6.74,4.11
"22844",10879,2.03,"Premium","H","SI2",58.1,59,8.36,8.31,4.86
"22845",10880,1.57,"Premium","H","VS1",61.7,58,7.47,7.56,4.64
"22846",10884,1.51,"Bueno","E","SI2",58.9,61,7.54,7.5,4.43
"22847",10885,1.9,"Premium","J","SI1",61.9,57,7.98,7.95,4.93
"22848",10886,1.26,"Ideal","G","VVS2",60.9,57,6.98,7.01,4.26
"22849",10886,1.5,"Bueno","H","VS2",63.9,60,7.22,7.17,4.6
"22850",10886,1.5,"Ideal","H","VS2",62.2,57,7.33,7.27,4.54
"22851",10887,1.01,"Ideal","E","VVS1",62.2,57,6.38,6.44,3.99
"22852",10887,2.01,"Regular","G","SI2",65.9,57,7.85,7.78,5.15
"22853",10887,2.01,"Regular","G","SI2",65.9,57,7.85,7.78,5.15
"22854",10888,1.22,"Ideal","G","VVS1",61.1,56,6.91,6.94,4.23
"22855",10888,1.01,"Premium","E","VVS1",61.6,58,6.57,6.45,4.01
"22856",10889,1.53,"Premium","H","VS2",60.1,58,7.57,7.6,4.71
"22857",10891,1.2,"Muy bueno","F","VVS2",62.9,59,6.72,6.76,4.24
"22858",10891,1.61,"Muy bueno","E","SI2",63,59.9,7.42,7.45,4.68
"22859",10891,1.51,"Muy bueno","E","SI1",63.5,57,7.28,7.23,4.61
"22860",10891,1.01,"Muy bueno","E","VVS1",63.1,57,6.39,6.36,4.02
"22861",10896,1.76,"Ideal","G","SI1",62.1,56,7.69,7.77,4.8
"22862",10897,1.54,"Premium","H","VS2",61.8,59,7.4,7.35,4.56
"22863",10901,1.63,"Bueno","F","SI1",57.7,60,7.71,7.79,4.47
"22864",10905,1.55,"Premium","D","SI2",62,58,7.39,7.44,4.6
"22865",10907,2,"Muy bueno","J","SI2",60.9,54,8.12,8.17,4.96
"22866",10907,1.5,"Ideal","I","VVS2",60.3,57,7.43,7.47,4.49
"22867",10907,1.16,"Ideal","D","VS2",61.8,55,6.72,6.75,4.16
"22868",10907,1.53,"Premium","D","SI1",61.6,58,7.42,7.35,4.55
"22869",10910,1.7,"Premium","I","VS2",62.4,58,7.61,7.56,4.73
"22870",10912,1.62,"Muy bueno","H","VS2",62.6,58,7.57,7.45,4.7
"22871",10913,2.24,"Premium","H","SI2",61.8,58,8.41,8.34,5.18
"22872",10913,2,"Regular","H","SI2",67.9,55,7.67,7.58,5.18
"22873",10913,2.32,"Premium","I","SI2",62.1,58,8.47,8.43,5.25
"22874",10914,1.57,"Premium","G","SI1",59.5,58,7.56,7.61,4.51
"22875",10914,1.57,"Premium","G","SI1",59.2,59,7.6,7.68,4.52
"22876",10915,1.05,"Muy bueno","E","VVS1",59.5,60,6.56,6.66,3.93
"22877",10916,1.26,"Ideal","G","VVS1",62.1,57,7.01,6.91,4.32
"22878",10919,1.32,"Ideal","E","VS2",62,56,7.02,7.07,4.37
"22879",10920,1.5,"Ideal","H","VS2",62.3,56,7.34,7.29,4.56
"22880",10920,1.58,"Ideal","I","VS1",62.4,54,7.43,7.46,4.64
"22881",10922,1.26,"Muy bueno","G","VVS1",60.2,59,6.98,7.07,4.23
"22882",10923,1.29,"Ideal","F","VS1",62.3,54,7,6.93,4.34
"22883",10924,1.53,"Premium","I","VS1",62.4,59,7.34,7.3,4.57
"22884",10927,1.37,"Ideal","G","VS1",62.2,55,7.09,7.12,4.42
"22885",10927,1.01,"Premium","D","VVS2",62.4,58,6.44,6.39,4
"22886",10929,1.5,"Muy bueno","E","SI1",59.3,56,7.43,7.51,4.43
"22887",10929,1.36,"Premium","F","VS2",59.3,60,7.23,7.2,4.28
"22888",10929,1.7,"Premium","I","VS2",62,59,7.6,7.55,4.7
"22889",10929,1.64,"Ideal","F","SI2",61.4,57,7.59,7.55,4.65
"22890",10930,1.3,"Premium","F","VS1",61,59,7.05,7.08,4.31
"22891",10930,1.57,"Premium","H","VS1",60.5,61,7.6,7.51,4.57
"22892",10931,1.2,"Muy bueno","F","VVS2",61.4,60,6.79,6.83,4.18
"22893",10931,1.5,"Ideal","I","VVS2",60.7,60,7.35,7.4,4.48
"22894",10933,1.14,"Ideal","G","VVS1",61.1,58,6.74,6.77,4.13
"22895",10934,1.58,"Premium","D","SI2",59.6,59,7.67,7.61,4.55
"22896",10934,1.56,"Ideal","D","SI1",62.2,58,7.37,7.42,4.6
"22897",10935,1.7,"Muy bueno","I","VS2",63,58,7.52,7.65,4.78
"22898",10935,1.51,"Ideal","E","SI2",60.5,57,7.38,7.42,4.48
"22899",10937,1.91,"Bueno","I","SI2",62.8,58,7.82,7.89,4.93
"22900",10937,1.55,"Ideal","F","SI2",61.9,55,7.44,7.4,4.6
"22901",10939,1.51,"Premium","H","VS1",62.4,60,7.34,7.27,4.56
"22902",10940,1.5,"Premium","F","SI1",61.9,60,7.26,7.21,4.48
"22903",10942,1.61,"Premium","H","SI1",62.5,58,7.51,7.46,4.68
"22904",10945,1.71,"Ideal","J","VVS2",61.6,59,7.65,7.68,4.72
"22905",10946,1.24,"Ideal","G","VS1",61.8,55,6.85,6.89,4.25
"22906",10947,1.51,"Muy bueno","G","SI1",61.5,54,7.35,7.42,4.54
"22907",10947,1.53,"Ideal","G","SI1",60.1,57,7.46,7.57,4.52
"22908",10949,1.12,"Ideal","F","VVS2",62.2,55,6.64,6.68,4.14
"22909",10950,1.51,"Muy bueno","H","VS2",63.2,57,7.18,7.32,4.58
"22910",10951,1.51,"Premium","H","VS2",60.2,60,7.5,7.38,4.48
"22911",10951,1.51,"Premium","G","SI1",62.7,58,7.3,7.25,4.56
"22912",10954,1.01,"Ideal","E","VVS1",62,57,6.39,6.45,3.98
"22913",10954,1,"Muy bueno","E","IF",63.1,56,6.32,6.39,4.01
"22914",10954,1.54,"Regular","F","SI1",65.8,56,7.22,7.18,4.74
"22915",10956,1.5,"Premium","I","VVS1",62.4,60,7.29,7.32,4.56
"22916",10957,1.31,"Ideal","F","VS1",61.9,54,7.03,7.06,4.35
"22917",10957,1.73,"Premium","I","SI1",61.2,60,7.67,7.65,4.69
"22918",10959,1.5,"Muy bueno","H","VS2",62.8,57,7.25,7.3,4.57
"22919",10959,1.51,"Ideal","H","VS2",64.2,59,7.22,7.16,4.62
"22920",10959,1.51,"Ideal","H","VS2",62.5,55,7.34,7.29,4.57
"22921",10960,1.55,"Ideal","H","SI1",62.4,58,7.38,7.4,4.61
"22922",10962,1.25,"Muy bueno","G","VVS1",60.6,60,6.92,6.95,4.2
"22923",10962,1.5,"Premium","F","SI1",62.6,60,7.27,7.18,4.52
"22924",10962,1.35,"Premium","F","VS2",61.9,58,7.06,7.02,4.36
"22925",10962,1.5,"Muy bueno","F","SI1",63.4,58,7.2,7.16,4.55
"22926",10963,1.59,"Muy bueno","G","SI1",59.5,61,7.57,7.65,4.53
"22927",10963,1.52,"Premium","E","SI1",62.4,59,7.37,7.34,4.59
"22928",10964,1.57,"Ideal","I","VS2",60.4,58,7.55,7.59,4.57
"22929",10967,1.02,"Muy bueno","F","IF",62.5,58,6.39,6.54,4.04
"22930",10967,1.02,"Ideal","D","VVS2",62,56,6.43,6.48,4
"22931",10967,1.44,"Muy bueno","D","VS2",63.1,56,7.15,7.12,4.5
"22932",10967,1.7,"Ideal","I","SI1",60.4,58,7.73,7.67,4.65
"22933",10968,1.52,"Ideal","I","VVS1",61.9,56,7.34,7.37,4.55
"22934",10973,1.5,"Muy bueno","F","SI1",61.2,57,7.34,7.37,4.5
"22935",10976,1.4,"Ideal","H","IF",60.9,57,7.22,7.29,4.42
"22936",10976,2,"Premium","I","SI2",60,58,8.23,8.17,4.92
"22937",10977,1.32,"Premium","F","VS1",61.7,59,6.95,6.99,4.3
"22938",10977,1.54,"Premium","H","VS2",61,60,7.42,7.46,4.54
"22939",10980,1.55,"Premium","G","SI1",60.1,58,7.49,7.44,4.52
"22940",10982,1.2,"Bueno","F","VVS1",63.6,57,6.71,6.74,4.28
"22941",10983,1.25,"Ideal","G","VVS2",62.2,55,6.87,6.93,4.29
"22942",10984,1.04,"Ideal","F","IF",61.8,55,6.56,6.49,4.03
"22943",10984,1.04,"Premium","D","VVS2",61.1,60,6.54,6.51,3.99
"22944",10989,1.5,"Ideal","H","SI1",62,55,7.29,7.34,4.54
"22945",10990,1.56,"Premium","H","SI1",61.9,59,7.46,7.4,4.6
"22946",10993,1.01,"Muy bueno","E","VVS1",63.6,55,6.35,6.39,4.05
"22947",10993,1.51,"Ideal","G","SI1",62.3,54,7.38,7.32,4.58
"22948",10993,1.66,"Premium","H","VS2",62.3,58,7.62,7.57,4.73
"22949",10995,1.06,"Ideal","F","IF",61,57,6.55,6.64,4.02
"22950",10995,1.5,"Bueno","F","VS2",63.6,59,7.13,7.22,4.56
"22951",10996,1.25,"Ideal","G","VVS1",61.3,56,6.95,6.98,4.28
"22952",10996,1.59,"Premium","G","SI1",62.1,58,7.45,7.43,4.62
"22953",11002,1.27,"Ideal","G","VVS1",61.7,56,7.03,6.9,4.3
"22954",11003,1.71,"Premium","I","SI1",60.2,58,7.75,7.79,4.68
"22955",11003,1.22,"Ideal","G","VVS2",60,58,6.95,6.99,4.18
"22956",11004,1.5,"Muy bueno","F","SI1",63.9,58,7.12,7.16,4.56
"22957",11005,1.7,"Premium","J","VVS1",62.9,60,7.61,7.56,4.77
"22958",11007,1.5,"Premium","I","VVS2",61.4,58,7.38,7.32,4.51
"22959",11007,1.5,"Regular","H","VS1",61.7,60,7.37,7.27,4.52
"22960",11007,1.5,"Premium","H","VS1",61.1,58,7.46,7.37,4.53
"22961",11009,1.41,"Ideal","G","VS1",60.4,57,7.22,7.31,4.39
"22962",11009,1.37,"Ideal","G","VS1",61.1,55,7.2,7.16,4.39
"22963",11010,1.41,"Muy bueno","F","VS1",63.4,63,7.13,6.97,4.47
"22964",11011,2.01,"Ideal","J","SI2",62.9,54,8.06,7.93,5.05
"22965",11011,1.55,"Ideal","F","SI1",61.3,56,7.45,7.49,4.58
"22966",11014,1.52,"Muy bueno","G","SI1",62.4,60,7.25,7.34,4.55
"22967",11015,1.01,"Ideal","D","VVS2",61.5,57,6.43,6.48,3.97
"22968",11018,1.59,"Muy bueno","I","VS1",61.2,57.8,7.5,7.52,4.6
"22969",11019,1.07,"Muy bueno","F","IF",59.4,59,6.64,6.7,3.96
"22970",11019,1.63,"Ideal","I","VS2",61.9,54.3,7.54,7.58,4.68
"22971",11019,1.21,"Ideal","D","VS1",60.1,60,6.92,6.99,4.18
"22972",11020,1.74,"Premium","I","SI1",58.7,60,7.9,7.84,4.62
"22973",11021,1.2,"Premium","F","VVS2",62.2,58,6.83,6.78,4.23
"22974",11021,1.52,"Premium","I","VVS2",61.6,58,7.41,7.37,4.55
"22975",11021,1.6,"Premium","I","VS1",58.6,58,7.72,7.66,4.51
"22976",11023,1.33,"Bueno","D","VS2",63.6,58,7.02,6.91,4.43
"22977",11025,1.05,"Premium","E","IF",59.8,59,6.65,6.62,3.97
"22978",11025,1.5,"Muy bueno","H","VS2",60.7,61,7.34,7.41,4.48
"22979",11028,1.52,"Ideal","G","SI1",60.3,57,7.58,7.48,4.54
"22980",11028,1.02,"Ideal","E","VVS1",61.4,57,6.39,6.47,3.95
"22981",11029,1.51,"Muy bueno","G","SI1",59.6,60,7.43,7.47,4.44
"22982",11032,1.44,"Premium","G","VS2",59.5,61,7.38,7.3,4.37
"22983",11032,1.71,"Premium","G","VS2",61.3,58,7.64,7.6,4.67
"22984",11033,1.52,"Ideal","I","VVS1",62.3,55,7.32,7.37,4.58
"22985",11035,1.51,"Ideal","F","SI1",63,57,7.29,7.25,4.58
"22986",11036,2,"Bueno","J","SI2",61.5,61,7.97,8.06,4.93
"22987",11037,1.87,"Premium","H","SI2",62.5,58,7.86,7.81,4.9
"22988",11039,1.56,"Muy bueno","H","VS2",63.1,60,7.43,7.34,4.66
"22989",11040,1.23,"Ideal","F","VVS2",61.8,56,6.84,6.89,4.24
"22990",11040,1.57,"Ideal","I","SI1",61.9,55,7.38,7.44,4.59
"22991",11040,2.06,"Ideal","H","SI2",62,57,8.1,8.06,5.01
"22992",11041,2,"Bueno","G","SI2",58.1,64,8.3,8.27,4.81
"22993",11043,1.7,"Premium","G","SI2",62,57,7.72,7.63,4.76
"22994",11045,1.61,"Ideal","H","VS2",61.4,57,7.52,7.57,4.63
"22995",11047,1.56,"Ideal","F","SI1",61.2,57,7.48,7.52,4.59
"22996",11048,1.55,"Premium","H","VS2",60.4,60,7.39,7.44,4.48
"22997",11050,1.74,"Premium","J","VS1",62.5,58,7.67,7.65,4.79
"22998",11051,2.3,"Premium","I","SI2",61.3,58,8.53,8.46,5.21
"22999",11051,1.13,"Ideal","F","VVS1",61.7,56,6.68,6.75,4.14
"23000",11053,1.2,"Ideal","D","VS1",61,59,6.79,6.85,4.16
"23001",11057,1.01,"Ideal","D","VVS2",61.1,57,6.49,6.47,3.96
"23002",11059,2.02,"Premium","I","VS2",61.2,60,8.22,8.13,5
"23003",11060,1.47,"Muy bueno","G","VS2",62.7,56,7.15,7.18,4.49
"23004",11061,1.3,"Premium","G","VVS1",60.5,60,7.01,7.05,4.25
"23005",11062,1.02,"Premium","E","VVS1",61.5,59,6.41,6.46,3.96
"23006",11062,1.51,"Ideal","H","SI1",62.3,53.7,7.33,7.37,4.58
"23007",11062,1.7,"Premium","I","VS2",61.7,59,7.63,7.57,4.69
"23008",11066,1.52,"Premium","H","VS2",61.1,59,7.45,7.38,4.53
"23009",11067,1.55,"Ideal","I","VS1",61.9,55,7.46,7.43,4.61
"23010",11068,1.51,"Muy bueno","H","VS2",60.9,57,7.39,7.43,4.51
"23011",630,0.35,"Premium","E","SI2",61.5,59,4.56,4.52,2.79
"23012",630,0.35,"Premium","E","SI2",61,58,4.56,4.52,2.77
"23013",630,0.3,"Premium","H","VS1",62.1,59,4.28,4.25,2.65
"23014",630,0.3,"Premium","H","VS1",62.4,60,4.29,4.23,2.66
"23015",630,0.3,"Muy bueno","H","VS1",63.2,58,4.26,4.22,2.68
"23016",630,0.3,"Premium","G","VS2",61.1,62,4.33,4.28,2.63
"23017",630,0.3,"Premium","G","VS2",62.6,62,4.25,4.21,2.65
"23018",630,0.3,"Muy bueno","G","VS2",63.1,58,4.27,4.23,2.68
"23019",630,0.4,"Ideal","F","I1",63.3,60,4.68,4.64,2.95
"23020",630,0.3,"Premium","G","VS2",61.8,60,4.29,4.25,2.64
"23021",630,0.3,"Regular","E","VS2",66.7,59,4.23,4.05,2.78
"23022",630,0.35,"Ideal","I","VS2",61.7,57,4.56,4.52,2.8
"23023",630,0.35,"Premium","I","VS2",61.2,58,4.57,4.55,2.79
"23024",630,0.35,"Ideal","E","SI2",61.4,56,4.55,4.51,2.78
"23025",631,0.3,"Muy bueno","G","VVS2",62.4,56,4.27,4.3,2.67
"23026",631,0.3,"Muy bueno","G","VVS2",60.3,57,4.35,4.36,2.63
"23027",631,0.3,"Muy bueno","H","VVS1",61,55,4.35,4.39,2.66
"23028",631,0.3,"Ideal","H","VVS2",61.9,54.5,4.31,4.35,2.68
"23029",631,0.3,"Ideal","H","VVS2",61.7,54.2,4.32,4.35,2.67
"23030",631,0.33,"Ideal","G","SI1",61.3,56,4.51,4.46,2.75
"23031",631,0.33,"Premium","G","SI1",59.8,58,4.54,4.52,2.71
"23032",631,0.33,"Premium","D","SI2",62.7,58,4.41,4.39,2.76
"23033",631,0.33,"Premium","D","SI2",61.6,59,4.42,4.41,2.72
"23034",631,0.33,"Ideal","D","SI2",61.3,56,4.49,4.45,2.74
"23035",631,0.33,"Premium","G","SI1",61.1,59,4.45,4.42,2.71
"23036",631,0.33,"Ideal","D","SI2",60.9,56,4.48,4.45,2.72
"23037",631,0.33,"Ideal","D","SI2",61.1,57,4.5,4.47,2.74
"23038",631,0.33,"Premium","D","SI2",59.5,59,4.5,4.48,2.67
"23039",631,0.33,"Ideal","D","SI2",62,57,4.46,4.45,2.76
"23040",631,0.33,"Muy bueno","D","SI2",63.4,56,4.43,4.4,2.8
"23041",11068,1.57,"Ideal","H","SI1",62.4,56,7.42,7.45,4.64
"23042",11069,1.53,"Muy bueno","E","SI2",59.3,58,7.54,7.57,4.48
"23043",11073,1.3,"Ideal","G","VVS2",62,57,6.96,7.03,4.34
"23044",11074,1.11,"Ideal","E","VVS2",62.9,55,6.56,6.62,4.14
"23045",11075,1.52,"Bueno","E","SI1",63.5,58,7.29,7.36,4.65
"23046",11077,1.51,"Muy bueno","H","VS2",60.9,54,7.38,7.41,4.5
"23047",11078,1.53,"Premium","D","SI2",60.7,60,7.45,7.41,4.51
"23048",11078,1.63,"Ideal","H","SI1",61.9,57,7.59,7.53,4.68
"23049",11079,1.5,"Ideal","G","SI1",62,56,7.29,7.33,4.53
"23050",11079,1.32,"Ideal","G","VS1",61.7,56,7.03,7.11,4.36
"23051",11081,1.23,"Muy bueno","G","VVS1",61.2,55.8,6.9,6.94,4.23
"23052",11082,1.01,"Ideal","D","VVS2",62.3,53,6.4,6.47,4.02
"23053",11086,1.69,"Ideal","I","VS2",61.7,56,7.65,7.71,4.74
"23054",11087,1.53,"Premium","H","VS2",60.1,58,7.6,7.57,4.71
"23055",11087,1.51,"Bueno","D","SI1",64.9,60,7.14,7.2,4.65
"23056",11088,1.51,"Muy bueno","I","VVS1",63,59,7.24,7.3,4.58
"23057",11088,1.5,"Premium","H","VS1",62.1,59,7.27,7.31,4.53
"23058",11088,1.5,"Premium","H","VS1",59.9,60,7.39,7.44,4.44
"23059",11088,2.2,"Muy bueno","H","SI2",63.3,57,8.28,8.17,5.21
"23060",11088,1.25,"Premium","E","VS1",61.5,59,6.95,6.91,4.26
"23061",11089,1.25,"Ideal","G","VVS2",62,59,6.88,6.96,4.29
"23062",11090,1.61,"Ideal","E","SI2",63,60,7.45,7.42,4.68
"23063",11091,1.7,"Muy bueno","F","SI2",63.4,57,7.54,7.57,4.79
"23064",11092,1.5,"Premium","H","VS2",62.4,59,7.29,7.32,4.56
"23065",11093,1.52,"Muy bueno","G","VS2",62.4,56,7.26,7.36,4.56
"23066",11094,2.07,"Premium","H","SI2",59.6,60,8.3,8.24,4.93
"23067",11096,2.01,"Bueno","G","SI2",63.6,59,7.97,7.9,5.05
"23068",11102,1.51,"Regular","E","SI1",58.4,70,7.55,7.39,4.36
"23069",11103,1.55,"Premium","D","SI2",62,58,7.44,7.39,4.6
"23070",11104,1.18,"Ideal","E","VS1",61.4,57,6.77,6.81,4.17
"23071",11104,1.22,"Premium","G","IF",59.2,58,7.02,6.97,4.14
"23072",11104,2.25,"Ideal","I","SI2",60.7,56,8.54,8.5,5.17
"23073",11104,1.53,"Premium","H","VS2",62.7,56,7.39,7.31,4.61
"23074",11104,1.71,"Premium","I","SI1",60.2,58,7.79,7.75,4.68
"23075",11105,1.52,"Premium","H","VS2",59.4,59,7.45,7.49,4.44
"23076",11105,1.52,"Ideal","G","SI1",60.3,57,7.47,7.51,4.52
"23077",11105,1.87,"Premium","I","SI2",60.3,61,7.95,7.91,4.78
"23078",11106,2,"Premium","J","SI2",60.9,54,8.17,8.12,4.96
"23079",11107,1.54,"Premium","G","SI1",61.8,59,7.32,7.37,4.54
"23080",11108,1.31,"Muy bueno","G","VVS2",62.2,59,6.91,6.98,4.32
"23081",11108,2,"Premium","H","SI2",61.4,59,8.07,8,4.93
"23082",11109,1.41,"Ideal","G","VS1",60.4,57,7.31,7.22,4.39
"23083",11109,1.34,"Ideal","H","IF",60.9,57,7.09,7.19,4.35
"23084",11110,2.01,"Muy bueno","J","SI2",61,57,8.09,8.14,4.95
"23085",11110,1.58,"Ideal","I","SI1",61.7,56,7.47,7.5,4.62
"23086",11111,1.22,"Ideal","G","IF",61.7,56,6.87,6.91,4.25
"23087",11113,1.75,"Ideal","F","SI2",62.9,57,7.71,7.59,4.81
"23088",11113,1.57,"Premium","G","SI1",59.5,58,7.61,7.56,4.51
"23089",11113,1.57,"Premium","G","SI1",59.2,59,7.68,7.6,4.52
"23090",11113,1.47,"Premium","G","VS2",62.8,57,7.27,7.22,4.55
"23091",11114,1.62,"Ideal","H","VS2",62.4,57,7.48,7.53,4.68
"23092",11114,2.25,"Premium","I","SI2",61.9,59,8.42,8.35,5.19
"23093",11115,1.13,"Ideal","E","VVS2",61.4,57,6.69,6.74,4.12
"23094",11115,1.13,"Ideal","E","VVS2",61.6,56,6.69,6.71,4.13
"23095",11115,2.01,"Bueno","I","VS2",59,64,8.25,8.19,4.85
"23096",11116,1.02,"Ideal","F","IF",62,58,6.44,6.49,4.01
"23097",11118,1.34,"Premium","G","VVS2",61.3,58,7.16,7.1,4.37
"23098",11119,2.34,"Muy bueno","H","I1",62.4,55.4,8.44,8.51,5.29
"23099",11119,2.02,"Premium","I","SI1",62.1,58,8.1,8.04,5.01
"23100",11119,1.59,"Ideal","I","VS1",61.2,58,7.52,7.5,4.6
"23101",11119,2.09,"Ideal","G","SI2",62.5,57,8.21,8.14,5.11
"23102",11120,1.16,"Ideal","F","VVS2",60.5,57,6.8,6.86,4.13
"23103",11127,1.53,"Premium","H","VS1",59.4,59,7.58,7.51,4.48
"23104",11128,1.5,"Regular","E","SI1",58.2,66,7.45,7.4,4.32
"23105",11128,1.02,"Ideal","E","VVS1",61.3,57,6.47,6.54,3.99
"23106",11129,1.51,"Premium","G","SI1",59.6,60,7.47,7.43,4.44
"23107",11130,1.24,"Muy bueno","F","VVS2",62,55,6.88,6.95,4.29
"23108",11130,1.3,"Premium","F","VS1",62,58,6.94,6.9,4.29
"23109",11132,1.1,"Ideal","D","VVS2",62,57,6.57,6.62,4.09
"23110",11132,1.1,"Muy bueno","D","VVS2",61.7,56,6.64,6.65,4.1
"23111",11132,1.36,"Ideal","F","VS1",61.4,57,7.25,7.09,4.4
"23112",11133,1.51,"Ideal","H","VS2",62.5,56,7.37,7.33,4.57
"23113",11133,1.7,"Muy bueno","H","VVS2",63.2,56,7.59,7.56,4.79
"23114",11136,1.31,"Ideal","F","VS1",61.7,56,7.02,7.04,4.34
"23115",11138,1.7,"Premium","D","SI2",63,59,7.67,7.6,4.81
"23116",11141,1.23,"Ideal","F","VVS2",61.8,56,6.89,6.84,4.24
"23117",11146,1.31,"Ideal","G","VVS1",61.1,57,7.01,7.06,4.3
"23118",11146,1.67,"Muy bueno","H","SI1",59.4,61,7.73,7.78,4.61
"23119",11146,1.57,"Premium","I","VVS2",60.7,58,7.54,7.51,4.57
"23120",11147,1.28,"Ideal","G","VVS1",62.1,56,6.93,6.96,4.31
"23121",11147,1.68,"Ideal","D","SI2",62.7,55,7.45,7.58,4.71
"23122",11147,2.2,"Premium","H","SI2",58.2,59,8.52,8.47,4.94
"23123",11148,1.56,"Ideal","F","SI1",61.2,57,7.52,7.48,4.59
"23124",11149,1.59,"Ideal","E","SI2",62.3,55,7.48,7.52,4.67
"23125",11149,1.55,"Premium","H","VS2",60.4,60,7.44,7.39,4.48
"23126",11150,1.77,"Ideal","J","VS1",62.2,56,7.77,7.73,4.82
"23127",11152,1.62,"Ideal","I","VS1",60.8,56,7.56,7.61,4.62
"23128",11153,1.51,"Premium","G","SI1",62.6,58,7.27,7.3,4.56
"23129",11153,1.51,"Muy bueno","G","SI1",62.9,57,7.27,7.3,4.58
"23130",11154,1.5,"Regular","F","SI1",64.6,60,7.18,7.1,4.61
"23131",11154,1.5,"Premium","F","SI1",62.8,56,7.36,7.3,4.6
"23132",11154,1.52,"Ideal","H","VS1",62.3,55,7.36,7.32,4.57
"23133",11154,1.01,"Ideal","E","VVS1",62,57,6.45,6.39,3.98
"23134",11155,1.5,"Premium","I","VVS1",62.4,60,7.32,7.29,4.56
"23135",11156,1.66,"Ideal","I","VS2",62.3,54,7.58,7.61,4.73
"23136",11156,2,"Regular","G","SI2",65.1,54,7.88,7.82,5.11
"23137",11156,2.01,"Regular","E","SI2",65.5,56,7.84,7.79,5.12
"23138",11157,1.27,"Ideal","G","IF",61.5,58,6.95,6.99,4.29
"23139",11159,1.5,"Ideal","H","VS2",62.8,57,7.3,7.25,4.57
"23140",11159,1.64,"Premium","H","SI1",59.3,61,7.68,7.64,4.54
"23141",11161,1.51,"Muy bueno","G","VS2",59.3,58,7.32,7.49,4.39
"23142",11161,1.51,"Muy bueno","H","VS1",61.8,59,7.27,7.32,4.51
"23143",11161,1.51,"Premium","H","VS1",61,60,7.29,7.34,4.46
"23144",11161,1.71,"Premium","H","VS1",58.1,62,8.02,7.84,4.61
"23145",11162,1.3,"Premium","G","VVS1",60.5,60,7.05,7.01,4.25
"23146",11163,1.51,"Ideal","H","SI1",62.3,54,7.37,7.33,4.58
